source_page,source_row,category,description,manufacturer_code,brand,quantity,source_price_cents,sale_price_cents,total_cents,confidence,source_fingerprint,internal_code,slug,issues
5,431,Iluminação,LANTERNA LATERAL SINALIZADORA CAMINHÃO C(CRISTAL),,,1,1300,1690,1690,medium,b74cc535b89db9d08173ff1074067dd95bb295fcc6202a9a2b4b9d413ddec50d,APM1-0431,lanterna-lateral-sinalizadora-caminhao-c-cristal-apm1-0431,missing_manufacturer_code
5,432,Iluminação,LENTE PISCA FIAT 147 79/82 LD,,,4,1500,1950,7800,medium,ed9bc1bd1f1a1b6b74c7c728fcb60de191e6734073f6aa9e6a360d6e719fa42e,APM1-0432,lente-pisca-fiat-147-79-82-ld-apm1-0432,missing_manufacturer_code
5,433,Iluminação,PISCA DIANTEIRA GOL/PARATI 87/90 LE,,,1,1300,1690,1690,medium,78d1667a6c52bc1b9265324940e9c0d9725630436aada8383f5f1794720068c7,APM1-0433,pisca-dianteira-gol-parati-87-90-le-apm1-0433,missing_manufacturer_code
5,434,Iluminação,LENTE LANTERNA TRASEIRA FUSQUINHA 69/73,AG1031,,2,1300,1690,3380,high,71ac2a1b959d99f8a8bea75d78f6a35bd1a8810b83dada5393a993b2b5de6df3,APM1-0434,lente-lanterna-traseira-fusquinha-69-73-apm1-0434,
5,435,Iluminação,LENTE LANTERNA TRASEIRA FIAT 147 LD,,,2,1300,1690,3380,medium,4da6e51ccc3328393418450913d8ed1e32e711b0703027e9406e457786a57250,APM1-0435,lente-lanterna-traseira-fiat-147-ld-apm1-0435,missing_manufacturer_code
5,436,Iluminação,LENTE LANTERNA TRASEIRA FIAT 147 LE,,,2,1300,1690,3380,medium,2dd27b79d92d3611399470bb9b61d45fc54a4e8b80eeb50c8b36bd610bcf461c,APM1-0436,lente-lanterna-traseira-fiat-147-le-apm1-0436,missing_manufacturer_code
5,437,Iluminação,LENTE LANTERNA REBOQUE CARRETINHA (CRISTAL),,,9,1300,1690,15210,medium,dddc040a8fe36bc2e18fb0038fc5e0860c0a39498a0ed684db656778b6ddcf89,APM1-0437,lente-lanterna-reboque-carretinha-cristal-apm1-0437,missing_manufacturer_code
5,438,Iluminação,LENTE LANTERNA LATERAL UNO 86/94,LS216A,RUFATO,2,1100,1430,2860,high,988b1712c1f19dc47eb10fb7b2eaafae0c957e13ca8676032a1b990c779ec1ad,APM1-0438,lente-lanterna-lateral-uno-86-94-apm1-0438,
5,439,Iluminação,LENTE PISCA INFERIOR DIANTEIRO FIAT 147 LE,,,1,1300,1690,1690,medium,d3cf657cedb52669a8cc93f665054a005944b9dcb1ca56ff32021fe04342938c,APM1-0439,lente-pisca-inferior-dianteiro-fiat-147-le-apm1-0439,missing_manufacturer_code
5,440,Iluminação,LENTE LANTERNA TRASEIRA PARA-CHOQUE BICOLOR,J916,JOLEMA,4,1300,1690,6760,high,ae4e06f1e12f3db4d56d9d1152237edb82599e926f26eaf2c48e1d8e27e26285,APM1-0440,lente-lanterna-traseira-para-choque-bicolor-apm1-0440,
5,441,Iluminação,LENTE PISCA UNO ELBA 88/98 LD,,,1,1300,1690,1690,medium,12b264837ed37990e638819956ab8d90acb0fe306d81d6775ba19c36d40b620c,APM1-0441,lente-pisca-uno-elba-88-98-ld-apm1-0441,missing_manufacturer_code
5,442,Iluminação,LANTERNA PARALAMA CAPACETE 86 AMBAR,J1006,JOLEMA,3,1300,1690,5070,high,d76c0350b0994290f007296129394752b22576099b1c4c8b75da3f4019d2710b,APM1-0442,lanterna-paralama-capacete-86-ambar-apm1-0442,
5,443,Iluminação,LENTE TRASEIRA KOMBI CLIPPER,7341,RAINHA DAS SETA,2,2000,2600,5200,high,c43c8513c2ea18161bef6dfb616f0a20de5ff3439779f49f4140f0945bffe6aa,APM1-0443,lente-traseira-kombi-clipper-apm1-0443,
5,444,Iluminação,LANTERNA DIANTEIRA VW SANTANA 87/90 CIBIE LD,,CIBIE,1,8300,10790,10790,medium,c190c20c713b99bcc1ec4041bc155befef23304cc7865d0e461d238d4b045d81,APM1-0444,lanterna-dianteira-vw-santana-87-90-cibie-ld-apm1-0444,missing_manufacturer_code
6,445,Iluminação,LANTERNA DIANTEIRA VW SANTANA 87/90 CIBIE LE,,,1,8300,10790,10790,medium,4dda698c344c4bb0d651b9b936875b54f1294b9b62d65ce631f0cb2247142184,APM1-0445,lanterna-dianteira-vw-santana-87-90-cibie-le-apm1-0445,missing_manufacturer_code
6,446,Iluminação,LANTERNA TRASEIRA FIAT 147 LE,,,1,5000,6500,6500,medium,6e6389b848c65a6e998364c62de9336a6a8755d8d4b1810bec1063c501fd8c3c,APM1-0446,lanterna-traseira-fiat-147-le-apm1-0446,missing_manufacturer_code
6,447,Iluminação,LANTERNA DIANTEIRA GOL/VOYAGE 87/90 LE,,,1,1000,1300,1300,medium,485c7c38c0307a9df0f5fb332e65b8594d2205ab33722dd9462f98c486d01599,APM1-0447,lanterna-dianteira-gol-voyage-87-90-le-apm1-0447,missing_manufacturer_code
6,448,Iluminação,LENTE PARALAMA CAPACETE 86 AMBAR,,,4,1000,1300,5200,medium,cf3eb42ccdd2518c1d148ea6dca3e600a61d9a5c82e89aeeb1cf85b85452d6aa,APM1-0448,lente-paralama-capacete-86-ambar-apm1-0448,missing_manufacturer_code
6,449,Iluminação,LENTE LANTERNA DIANTEIRA UNO 84/90 LE,038865-9,CHG,1,1200,1560,1560,high,7d1db9da683926a1b3786ec2e6b51b26d00b5c6d21497250d03f8bdcf215a93b,APM1-0449,lente-lanterna-dianteira-uno-84-90-le-apm1-0449,
6,450,Iluminação,LANTERNA BICOLOR REDONDA (2 SOQUETE),,,1,3100,4030,4030,medium,1088e2ec6aee6706868c49ae1903140379ca1572078ab2eef155b5fa0ca43453,APM1-0450,lanterna-bicolor-redonda-2-soquete-apm1-0450,missing_manufacturer_code
6,451,Iluminação,LENTE TRASEIRA MERCEDES REDONDA,,,5,1300,1690,8450,medium,ddc513a6f1bdca74c9671bb3e94039096a89939570a7b3d52ed24c8ac5d96582,APM1-0451,lente-traseira-mercedes-redonda-apm1-0451,missing_manufacturer_code
6,452,Iluminação,LANTERNA LENTE TRASEIRA PICK-UP 85/96 LE (VERMELHO),11833,CHG,1,1300,1690,1690,high,329de75c120ce4a1578f5d7ceae42479794779b182a2389f4a0e7a40bff3c207,APM1-0452,lanterna-lente-traseira-pick-up-85-96-le-vermelho-apm1-0452,
6,453,Iluminação,LENTE LANTERNA TRASEIRA D-20 81/82 LD,,,1,1300,1690,1690,medium,6817db6ec9724f5f1de4d1cbc82d99e589b5a37014c6414b5a677c4b7c2f1f8d,APM1-0453,lente-lanterna-traseira-d-20-81-82-ld-apm1-0453,missing_manufacturer_code
6,454,Iluminação,LENTE PARA-CHOQUE TRASEIRA FIAT UNO 11/... LD (VERMELHO),011657-7,CHG,1,1200,1560,1560,high,0b7514f396af6a4d6dd0a164c9623e55eb6db3a1f1e8bb8398c71d30f7a6f3d7,APM1-0454,lente-para-choque-traseira-fiat-uno-11-ld-vermelho-apm1-0454,
6,455,Iluminação,LANTERNA TRASEIRA MERCEDES 1111 SEM VIIA,J1004,JOLEMA,1,3800,4940,4940,high,e16b4d1406078a11a6c5263b942458b4b755cc75d23ea202e09fae2c06ca1e73,APM1-0455,lanterna-traseira-mercedes-1111-sem-viia-apm1-0455,
6,456,Iluminação,LENTE DIANTEIRA SPAZIO/FIORINO/PARONAMA 83/6 LE (CRISTAL),252142,JCV,2,1300,1690,3380,high,6a586c3d454ab1044049d03494da46b333a1da162658c81a0a7734b9d7ff9681,APM1-0456,lente-dianteira-spazio-fiorino-paronama-83-6-le-cristal-apm1-0456,
6,457,Iluminação,REFLETOR PARA-CHOQUE TRASEIRO STRADA 14/20 LE,7026E,DSC,2,1500,1950,3900,high,f24077ca5bb0105b852806a633affe4ca68253dd13e377eda7d0094cbe6bb5b6,APM1-0457,refletor-para-choque-traseiro-strada-14-20-le-apm1-0457,
6,458,Iluminação,REFLETOR PARA-CHOQUE TRASEIRO STRADA 14/20 LD,7026D,DSC,2,2300,2990,5980,high,73d843d4344cd54734ed9f3ec67d3bdd95101048b4371357e8455db61941d473,APM1-0458,refletor-para-choque-traseiro-strada-14-20-ld-apm1-0458,
6,459,Iluminação,LANTERNA PLACA FIESTA 97/02 KA 97/02 ACRILICO,018772-9,CHG,4,1300,1690,6760,high,d5ad7fc360d03dc646071bcb845c7d81a1a2b9267ddffbf30ff839f4bacc75fc,APM1-0459,lanterna-placa-fiesta-97-02-ka-97-02-acrilico-apm1-0459,
6,460,Iluminação,LANTERNA DIANTEIRA UNO 84/90 LD (CRISTAL),,,1,2500,3250,3250,medium,15ec1473e2e755c0f85e81cee8506d7dcebcc5c1e15b8ce5c67b3e4c46e390d8,APM1-0460,lanterna-dianteira-uno-84-90-ld-cristal-apm1-0460,missing_manufacturer_code
6,461,Iluminação,LANTERNA DIANTEIRA SCANIA 112/113 LE,,,1,3500,4550,4550,medium,0b0adf62b993f23774679571d60e86837ec9e6de8cf15570c55a9553df84e287,APM1-0461,lanterna-dianteira-scania-112-113-le-apm1-0461,missing_manufacturer_code
6,462,Iluminação,PISCA SETA LANTERNA SANTANA 85/90 LE,,,1,1300,1690,1690,medium,4012164c48baa80a7010c93dba7779a6e64d797d355198f83f886ea691821d27,APM1-0462,pisca-seta-lanterna-santana-85-90-le-apm1-0462,missing_manufacturer_code
6,463,Iluminação,LANTERNA TRASEIRA KOMBI 76 FUMÊ,,,1,2000,2600,2600,medium,84acd7d674be63c5feccc3e95526c41102c37c027344b1f76f5e7ba0d83f51bb,APM1-0463,lanterna-traseira-kombi-76-fume-apm1-0463,missing_manufacturer_code
6,464,Iluminação,LANTERNA DIANTEIRA UNO /PREMIO/ELBA/FIORINO 84/90 MILLE 94 LE,440011,ACRILUX,2,2300,2990,5980,high,badc929874c601f0e29d687d53c83905fb8b9c55714f90a50788739a6edb3519,APM1-0464,lanterna-dianteira-uno-premio-elba-fiorino-84-90-mille-94-le-apm1-0464,
6,465,Iluminação,FAROL AUXILIAR FOCUS 09/15 ECOSPORT 13/... KA LD/LE,088904-6,CHG,1,4500,5850,5850,high,a72c9db7be43424c192df8620075c4f4dae2337450720f6ece77b33c807fb421,APM1-0465,farol-auxiliar-focus-09-15-ecosport-13-ka-ld-le-apm1-0465,
6,466,Iluminação,LANTERNA DIANTEIRA FIAT UNO/PREMIO/ELBA/FIORINO 84/0 LD,397382,CHG,2,4300,5590,11180,high,b29f015ada03c11de689c76fa985a68c4732330e7e8bd6000bfb45e647dcbd6a,APM1-0466,lanterna-dianteira-fiat-uno-premio-elba-fiorino-84-0-ld-apm1-0466,
6,467,Iluminação,LANTERNA LATERAL BAÚ CAMINHÃO 4 PÇ (CRISTAL),,,1,1000,1300,1300,medium,c9d8ddf39cbba8d03f8cd7269eefc2ba665188d28da9ceb2e0b6c7732e7c5903,APM1-0467,lanterna-lateral-bau-caminhao-4-pc-cristal-apm1-0467,missing_manufacturer_code
6,468,Retrovisores,RETROVISOR UNO FIRE FLEX 05/... 2P SEM CONTROLE LD,12901,COFRAN,1,5800,7540,7540,high,ac8519f46013aa1e5a500bf33f8722c7c4dac776ed4b2d977c5275895bedf936,APM1-0468,retrovisor-uno-fire-flex-05-2p-sem-controle-ld-apm1-0468,
6,469,Retrovisores,RETROVISOR UNO LD,,,1,5800,7540,7540,medium,0c555b5bae13530ad4f4a092979cddccdd405235565dae69f69322ab5c2ea6da,APM1-0469,retrovisor-uno-ld-apm1-0469,missing_manufacturer_code
6,470,Retrovisores,RETROVISOR AGILE 09/14 MONTANA COM CONTROLE LD,21244,RUFATO,1,13000,16900,16900,high,56b1495424e847714aa3b8f22aa7279291ec648bf0b2a507a9482b557bf94abb,APM1-0470,retrovisor-agile-09-14-montana-com-controle-ld-apm1-0470,
6,471,Retrovisores,RETROVISOR AGILE 09/14 MONTANA COM CONTROLE LE,21245,RUFATO,1,13000,16900,16900,high,accdaec3fd257b3f8160c7125734d53b67823658a38467f672adca557bd16ae4,APM1-0471,retrovisor-agile-09-14-montana-com-controle-le-apm1-0471,
6,472,Retrovisores,RETROVISOR CORSA/MONTANA 2/4 PORTAS COM CONTROLE LD,461120,NEW KAR,1,12500,16250,16250,high,958cbf239a8c70c338a1a29107656a0cc8f9ad6e45665cfdfdb961d38f034105,APM1-0472,retrovisor-corsa-montana-2-4-portas-com-controle-ld-apm1-0472,
6,473,Retrovisores,RETROVISOR ESCORT/VERONA 92/96 COM CONTROLE LE,3341,RETROVEX,1,5800,7540,7540,high,f94d80db3b148b7569e832df7092aa1665cb661cec4dc8597b5c87fc31a5fc2f,APM1-0473,retrovisor-escort-verona-92-96-com-controle-le-apm1-0473,
6,474,Retrovisores,RETROVISOR PALIO/STRADA 11/... 2P COM CONTROLE LE,RX4527,RETROVEX,1,10700,13910,13910,high,af6b80518586c25ab668ae4c4cd099d87e23d5cdc0510829caeee13b820bc29b,APM1-0474,retrovisor-palio-strada-11-2p-com-controle-le-apm1-0474,
6,475,Retrovisores,RETROVISOR ESCORT/VERONA 92/96 COM CONTROLE LD,RX3340,RETROVEX,1,8900,11570,11570,high,5f5ede8d2a00b8253fde9184c7ad6a389d4c2179327a53dbfcbb886516080025,APM1-0475,retrovisor-escort-verona-92-96-com-controle-ld-apm1-0475,
6,476,Retrovisores,RETROVISOR FIORINO 97/... COM CONTROLE LD,RX4402,RETROVEX,1,8500,11050,11050,high,7b98d98b51e59c58cfa6b23a752bc1a196673d296712a803dcffe8595a5b953c,APM1-0476,retrovisor-fiorino-97-com-controle-ld-apm1-0476,
6,477,Retrovisores,RETROVISOR MONZA 85/90 COM CONTROLE LE,1215.0,COFRAN,1,5000,6500,6500,high,acd7ff21adf7719956923a874f154c7a3f3355af8d2e3a7a3ea65abfd0ac72d6,APM1-0477,retrovisor-monza-85-90-com-controle-le-apm1-0477,
6,478,Retrovisores,RETROVISOR MONZA 85/90 COM CONTROLE LD,1214.0,COFRAN,1,5000,6500,6500,high,878ff515226d9c8325824de8494404006b321e6470d66f99053ef888403d1c40,APM1-0478,retrovisor-monza-85-90-com-controle-ld-apm1-0478,
6,479,Retrovisores,RETROVISOR AGILE 09/... COM CONTROLE LE,RX2257,RETROVEX,1,17400,22620,22620,high,5e2dca8daaa198b409d2e084cb35867577810cd3d0f600aec52b13208e451b3f,APM1-0479,retrovisor-agile-09-com-controle-le-apm1-0479,
6,480,Retrovisores,RETROVISOR PALIO STRADA 11/... 2P SEM CONTROLE LD,RX4528,RETROVEX,2,8400,10920,21840,high,a7917603b190b0a65be5cb031f5d845f4666ebe94bff93b223d6adf67f5dc103,APM1-0480,retrovisor-palio-strada-11-2p-sem-controle-ld-apm1-0480,
6,481,Retrovisores,RETROVISOR PALIO/SIENA 96/2000 2P SEM CONTROLE LE,RX4424,RETROVEX,1,5500,7150,7150,high,9e33e7ecec7bc9a9e38fc138e5703038d2b9a31a21eb2d6e9bf84d57cc7b8542,APM1-0481,retrovisor-palio-siena-96-2000-2p-sem-controle-le-apm1-0481,
6,482,Retrovisores,RETROVISOR PARATI GOL 88/94 SEM CONTROLE LE,1433.0,COFRAN,1,5500,7150,7150,high,833c35b7ec60dbedf4222c1ec52233384b13fb8144c3a6b6d76cf14f596c996f,APM1-0482,retrovisor-parati-gol-88-94-sem-controle-le-apm1-0482,
6,483,Retrovisores,RETROVISOR 98/... SEM CONTROLE LD,RF330,CRL,2,8200,10660,21320,high,1d35b2858bd8f113e48b13fc56e4dbb59fb6146384ea23a665e167fa37ecdef9,APM1-0483,retrovisor-98-sem-controle-ld-apm1-0483,
6,484,Retrovisores,RETROVISOR PALIO FIRE/SIENA 11/... 4P SEM CONTROLE LD,RX4516,RETROVEX,1,10900,14170,14170,high,26f4d5c377d8627741abd40075ecf2025f9ff6256565e02bc34f8bb3a0352d00,APM1-0484,retrovisor-palio-fire-siena-11-4p-sem-controle-ld-apm1-0484,
6,485,Retrovisores,RETROVISOR/SIENA 11/... 4P SEM CONTROLE LE,RX4517,RETROVEX,1,10900,14170,14170,high,a7ccbebacfd3643a1ee1269b20749f8676c373efe77196729658e78fa91530bb,APM1-0485,retrovisor-siena-11-4p-sem-controle-le-apm1-0485,
6,486,Retrovisores,RETROVISOR PALIO 11/... STRADA 2P SEM CONTROLE LE,RX4529,RETROVEX,1,8900,11570,11570,high,f294216a86ffb15054bbe7d9908d8948713b52e1cbd5f5812f8449115fd2fa67,APM1-0486,retrovisor-palio-11-strada-2p-sem-controle-le-apm1-0486,
6,487,Retrovisores,RETROVISOR ONIX/PRISMA (NOVO) COM CONTROLE LD,RX2276,RETROVEX,1,18500,24050,24050,high,cca620297c6a79165ed8a9f7cead7572843cbcdcd5190b40caf82cacbd6557e5,APM1-0487,retrovisor-onix-prisma-novo-com-controle-ld-apm1-0487,
6,488,Retrovisores,RETROVISOR F1000 93/97 LE,RX3323,RETROVEX,1,8300,10790,10790,high,5e9923954c6fc79e1c3faf257d3eb6e1ea8119c669dbeca2db3a6ecd8b20915e,APM1-0488,retrovisor-f1000-93-97-le-apm1-0488,
6,489,Retrovisores,RETROVISOR GOL G3 4P COM CONTROLE LD,RX1118,RETROVEX,1,8600,11180,11180,high,36e23a8397146bb636bf6e0035bd8e08fa59c5ebdc4379d15ad199f431e9377e,APM1-0489,retrovisor-gol-g3-4p-com-controle-ld-apm1-0489,
6,490,Retrovisores,RETROVISOR GOL 95/99 COM CONTROLE LE,RX1115,RETROVEX,1,7800,10140,10140,high,ff330ec47d395fe276b44a6410737aea07455f5a6d94da5f428dcc63552ff9af,APM1-0490,retrovisor-gol-95-99-com-controle-le-apm1-0490,
6,491,Retrovisores,RETROVISOR CORSA 93/02 CLASSIC 03/... SEM CONTROLE LD,12301.1,COFRAN,1,5000,6500,6500,high,2227115692152dfaf3eacd15cf2e5e053f0af84447df09ead5c3bfc2b9abeb41,APM1-0491,retrovisor-corsa-93-02-classic-03-sem-controle-ld-apm1-0491,
6,492,Retrovisores,RETROVISOR UNIVERSAL CROMADO KOMBI LD,RX6604,RETROVEX,5,4300,5590,27950,high,00a83d4bc6f64479665ce12d5e2b962d3af27eca3afc53d5bc554cb0a9fb0af5,APM1-0492,retrovisor-universal-cromado-kombi-ld-apm1-0492,
6,493,Retrovisores,RETROVISOR UNIVERSAL PRETO KOMBI LD/LE,RX6600,RETROVEX,1,2300,2990,2990,high,d9e8d0de3aee451d8309f5913e4f79a39917cb011747730b90b50b59488c8a02,APM1-0493,retrovisor-universal-preto-kombi-ld-le-apm1-0493,
6,494,Retrovisores,RETROVISOR F-1 CROMADO LD,RX6614,RETROVEX,1,5500,7150,7150,high,2d3b9f10134f3a7ee2baed17419854d5951bc7bc687a725b849a05456fec76a8,APM1-0494,retrovisor-f-1-cromado-ld-apm1-0494,
6,495,Retrovisores,RETROVISOR UNIVERSAL MOD BLICK,RX6608,RETROVEX,1,2600,3380,3380,high,62ec10d5ed8085750c038c3da844e05d1ddf9da407111d289950725f30e4ca6e,APM1-0495,retrovisor-universal-mod-blick-apm1-0495,
6,496,Retrovisores,RETROVISOR UNIVERSAL F-1 CROMADO LE,RX6613,RETROVEX,1,4500,5850,5850,high,4a7a1591bb037a447454eb9a7995fe0cb3017eb025c02d47451781184fddf705,APM1-0496,retrovisor-universal-f-1-cromado-le-apm1-0496,
6,497,Retrovisores,CAPA RETROVISOR EXTERNO GOL 09/12 G5 LD,24152,RUFATO,1,3000,3900,3900,high,dbf2eafa33f9a6306c02dd47deccea082113a3efd64d5ce94084953c3a9b1136,APM1-0497,capa-retrovisor-externo-gol-09-12-g5-ld-apm1-0497,
6,498,Retrovisores,CAPA RETROVISOR EXTERNO GOL 09/12 G5 LE,24153,RUFATO,1,3000,3900,3900,high,25d61c22ed35c36e271aea39ac77d6797d4302583efb410b2ff36e4c82957503,APM1-0498,capa-retrovisor-externo-gol-09-12-g5-le-apm1-0498,
6,499,Retrovisores,CAPA RETROVISOR GOL G5 2008 SEM PISCA LE,111749,CHG,1,1600,2080,2080,high,7199d725e3c0ba306bf17a9ea216063d35e6ea38e6149ceefe007602be44bb7f,APM1-0499,capa-retrovisor-gol-g5-2008-sem-pisca-le-apm1-0499,
6,500,Retrovisores,LENTE RETROVISOR COM BASE AGILE 09/ MONTANA 09/14 LE,097841-0,CHG,1,1500,1950,1950,high,68c2fd71e2802dc11db1057b86e0c0308fafde9a2383e30f655a26c4a717ce69,APM1-0500,lente-retrovisor-com-base-agile-09-montana-09-14-le-apm1-0500,
6,501,Retrovisores,BASE SEM VIDRO RETROVISOR GOL/VOY/PAR G3,86008,,4,1200,1560,6240,high,d47849272f20329a7b301ff28408e3947f7d5b26025aa340f8a3b627939be92a,APM1-0501,base-sem-vidro-retrovisor-gol-voy-par-g3-apm1-0501,
6,502,Retrovisores,SUB CONJUNTO GOL/SAV/PAR/SANT 98/... G3,468208,BLAWER,1,3000,3900,3900,high,1fddba1ff28e662a50ace5a4a25987a607d1129525fa6775027505bec7cfa6eb,APM1-0502,sub-conjunto-gol-sav-par-sant-98-g3-apm1-0502,
6,503,Retrovisores,LENTE RETROVISOR COM BASE VW GOL G5 10/... LE,078455-4,CHG,1,1200,1560,1560,high,10abf2a0a5b0b2771d1a578a0c007e2dc3e452c06748d7f7f71b6d3c20695621,APM1-0503,lente-retrovisor-com-base-vw-gol-g5-10-le-apm1-0503,
6,504,Retrovisores,BASE SEM VIDRO GOL G3 LD,VP1043,VP,2,1200,1560,3120,high,4a8f8996e06f5084f63dfc95518fbd62904d04a4227f0674f59d7f7b7d6de311,APM1-0504,base-sem-vidro-gol-g3-ld-apm1-0504,
6,505,Retrovisores,MOLDURA RETROVISOR UNO 2P INTERNO 02 LD,7800819,CENTERFLEX,1,2000,2600,2600,high,7ac29758fc9ace71969646477944de598112536de2af4ebcb9e9ffe685c4b315,APM1-0505,moldura-retrovisor-uno-2p-interno-02-ld-apm1-0505,
6,506,Retrovisores,CAPA RETROVISOR GOL G5 SEM PISCA LD,111750,CHG,1,1600,2080,2080,high,3b33b86cd123526f68c7d3af24da0ab51664b0cc93afba5f81370762eed47a0f,APM1-0506,capa-retrovisor-gol-g5-sem-pisca-ld-apm1-0506,
6,507,Retrovisores,RETROVISOR GOL/VOY/PAR/SAV 88/94 COM CONTROLE LD,RX1106,RETROVEX,1,3400,4420,4420,high,3309a9ab9d4b4b460a347e503cbed9afd820e2112e82e37eed9bf502f8deec56,APM1-0507,retrovisor-gol-voy-par-sav-88-94-com-controle-ld-apm1-0507,
6,508,Retrovisores,RETROVISOR GOL/VOY/PAR SEM CONTROLE 83/86 LD,1428.0,COFRAN,1,5400,7020,7020,high,8a5350ad36aa3582a894bc4ef028467f25acacc360cff648d71494eb10efa5b9,APM1-0508,retrovisor-gol-voy-par-sem-controle-83-86-ld-apm1-0508,
6,509,Retrovisores,RETROVISOR GOL 08 SEM CONTROLE LD,,,1,4600,5980,5980,medium,4f823acb6d176f26b376dc9f201b595c4da1b8537d51c1acf3cbfe5123d7d5d0,APM1-0509,retrovisor-gol-08-sem-controle-ld-apm1-0509,missing_manufacturer_code
6,510,Retrovisores,RETROVISOR DUCATO 03/... SEM CONTROLE LD,1346.1,COFRAN,1,10000,13000,13000,high,21c57e493bf902f4e256848edb99d3c1a77a9b3562c659012a232b87c0e56559,APM1-0510,retrovisor-ducato-03-sem-controle-ld-apm1-0510,
6,511,Retrovisores,RETROVISOR FIAT UNO MILLE 03/13 COM CONTROLE LD,,,1,7000,9100,9100,medium,30566f02a65fe875d5276ae1fa123a0d1edcb94f3289043402c42a6e4793fb89,APM1-0511,retrovisor-fiat-uno-mille-03-13-com-controle-ld-apm1-0511,missing_manufacturer_code
6,512,Retrovisores,RETROVISOR INTERNO UNO .../04 PREMIO/ELBA 85/...,,,1,3000,3900,3900,medium,68aca948ade5c8e27e85c99318e56490b1d69d251e89623eef67c7bebb56f286,APM1-0512,retrovisor-interno-uno-04-premio-elba-85-apm1-0512,missing_manufacturer_code
6,513,Retrovisores,RETROVISOR GOL G3 2P SEM CONTROLE LD,RX1124,RETROVEX,1,4500,5850,5850,high,9792d84cd5bc8e6db6ff1b69f3c93bb480ea7ea1c423cecdd12fe3c6830e7c92,APM1-0513,retrovisor-gol-g3-2p-sem-controle-ld-apm1-0513,
6,514,Retrovisores,LENTE ESPELHO PALIO ACTIVE .../02 LE,,,1,1500,1950,1950,medium,a9f3f95296ea35a4d86b5aa0964ad118f66c64e062f35de8a746ddc849f680ce,APM1-0514,lente-espelho-palio-active-02-le-apm1-0514,missing_manufacturer_code
6,515,Retrovisores,LENTE RETROVISOR FORD KA 15/21 LE,,REMOVEL,1,1500,1950,1950,medium,74385e012cf85b1892470d9eaab24a79c07460b659e11af79efe18446ae6c92c,APM1-0515,lente-retrovisor-ford-ka-15-21-le-apm1-0515,missing_manufacturer_code
6,516,Retrovisores,BASE COM VIDRO G5/FOX LE,7015,BLAWER,1,1300,1690,1690,high,fe4563d1e7667391c100ee4c4de7a5b183600350cac721d048312e86568ce80a,APM1-0516,base-com-vidro-g5-fox-le-apm1-0516,
6,517,Retrovisores,LENTE RETROVISOR SEM BASE CELTA TODOS LE (CONJUNTO),,,1,1500,1950,1950,medium,0e0455d9d04d44e54afb94b7264b31a866b0d92ea77f69f608e44188006c1486,APM1-0517,lente-retrovisor-sem-base-celta-todos-le-conjunto-apm1-0517,missing_manufacturer_code
6,518,Retrovisores,COBERTURA KOMBI CLIPPER 76/96 LE,RX1101,RETROVEX,1,4500,5850,5850,high,1e9483322317f643058a93d6afe87ce3a4c3367ae1c52ef01d229d8545e79456,APM1-0518,cobertura-kombi-clipper-76-96-le-apm1-0518,
6,519,Retrovisores,COBERTURA KOMBI CLIPPER 76/96 LD,RX1100,RETROVEX,3,4500,5850,17550,high,f97025c9d7bedb382b1e77de4ba3000cf3fbca3f2bf2ee4f8a47003110090f92,APM1-0519,cobertura-kombi-clipper-76-96-ld-apm1-0519,
6,520,Molduras e grades,MOLDURA GUIA TRASEIRO CLASSIC 10/ LE,MC4581,IOVI ENT,1,3600,4680,4680,high,e503844773c28e5b335119d404cdba458f4c4afc0a4f04f336b0ba86f52d1a37,APM1-0520,moldura-guia-traseiro-classic-10-le-apm1-0520,
6,521,Molduras e grades,MOLDURA P/LAMA CORSA HATCH 94/02 2/4P TRASEIRO LE,J80860,KARINA JULIMAR,2,2600,3380,6760,high,06de04dff4c152710024bf97c423b8f8cf26bb0a0fc608162ffef05190b0693c,APM1-0521,moldura-p-lama-corsa-hatch-94-02-2-4p-traseiro-le-apm1-0521,
6,522,Molduras e grades,ACABAMENTO P/LAMA STRADA/WEEK 98/06 TRASEIRO LD,J60792,KARINA JULIMAR,1,5800,7540,7540,high,d6823a82a4437cb0e09ae3515c39bc1a80392a8432e9bcbc35366c45f7c93f30,APM1-0522,acabamento-p-lama-strada-week-98-06-traseiro-ld-apm1-0522,
6,523,Molduras e grades,PONTEIRA P/CHOQUE SAV 93/97 TRASEIRO LE,J10274,KARINA JULIMAR,2,7200,9360,18720,high,e275be1dec933a31b754fe96293f67cd1b8581e7048918fad3962ab337d0081a,APM1-0523,ponteira-p-choque-sav-93-97-traseiro-le-apm1-0523,
6,524,Molduras e grades,PONTEIRA SAV 97/00 TRASEIRO LD,J10284,KARINA JULIMAR,1,7200,9360,9360,high,36358fcdd52cdaf9ac8e7ef63ba15c322f807745190fc355beb646a08091d889,APM1-0524,ponteira-sav-97-00-traseiro-ld-apm1-0524,
6,525,Molduras e grades,PONTEIRA FIORINO 87/95 TRASEIRO LE,J60626,KARINA JULIMAR,1,9300,12090,12090,high,768f50314c0bdf4aeeba57a4ef502969240404a59709bca44745f5a9a07121b6,APM1-0525,ponteira-fiorino-87-95-traseiro-le-apm1-0525,
